Wavelength (Angstroms), Normalized intensity, Element
4230.622, 9095, 
4230.624, 9156, 
4230.626, 9207, 
4230.628, 9255, 
4230.63, 9300, 
4230.632, 9341, 
4230.634, 9379, 
4230.636, 9413, 
4230.638, 9443, 
4230.64, 9470, 
4230.642, 9496, 
4230.644, 9519, 
4230.646, 9540, 
4230.648, 9559, 
4230.65, 9576, 
4230.652, 9592, 
4230.654, 9605, 
4230.656, 9617, 
4230.658, 9630, 
4230.66, 9642, 
4230.662, 9651, 
4230.664, 9661, 
4230.666, 9670, 
4230.668, 9678, 
4230.67, 9685, 
4230.672, 9691, 
4230.674, 9697, 
4230.676, 9702, 
4230.678, 9707, 
4230.68, 9712, 
4230.682, 9716, 
4230.684, 9719, 
4230.686, 9722, 
4230.688, 9724, 
4230.69, 9726, 
4230.692, 9729, 
4230.694, 9731, 
4230.696, 9732, 
4230.698, 9733, 
4230.7, 9735, 
4230.702, 9736, 
4230.704, 9737, 
4230.706, 9737, 
4230.708, 9738, 
4230.71, 9738, 
4230.712, 9738, 
4230.714, 9739, 
4230.716, 9739, 
4230.718, 9739, 
4230.72, 9740, 
4230.722, 9740, 
4230.724, 9740, 
4230.726, 9741, 
4230.728, 9743, 
4230.73, 9744, 
4230.732, 9744, 
4230.734, 9745, 
4230.736, 9745, 
4230.738, 9744, 
4230.74, 9745, 
4230.742, 9746, 
4230.744, 9747, 
4230.746, 9749, 
4230.748, 9750, 
4230.75, 9750, 
4230.752, 9750, 
4230.754, 9751, 
4230.756, 9752, 
4230.758, 9753, 
4230.76, 9753, 
4230.762, 9754, 
4230.764, 9753, 
4230.766, 9753, 
4230.768, 9753, 
4230.77, 9754, 
4230.772, 9755, 
4230.774, 9756, 
4230.776, 9757, 
4230.778, 9756, 
4230.78, 9757, 
4230.782, 9758, 
4230.784, 9759, 
4230.786, 9759, 
4230.788, 9759, 
4230.79, 9759, 
4230.792, 9759, 
4230.794, 9759, 
4230.796, 9759, 
4230.798, 9759, 
4230.8, 9759, 
4230.802, 9759, 
4230.804, 9759, 
4230.806, 9758, 
4230.808, 9758, 
4230.81, 9758, 
4230.812, 9758, 
4230.814, 9758, 
4230.816, 9758, 
4230.818, 9759, 
4230.82, 9759, 
4230.822, 9758, 
4230.824, 9757, 
4230.826, 9757, 
4230.828, 9758, 
4230.83, 9758, 
4230.832, 9758, 
4230.834, 9758, 
4230.836, 9757, 
4230.838, 9757, 
4230.84, 9757, 
4230.842, 9757, 
4230.844, 9756, 
4230.846, 9755, 
4230.848, 9754, 
4230.85, 9752, 
4230.852, 9750, 
4230.854, 9748, 
4230.856, 9745, 
4230.858, 9742, 
4230.86, 9739, 
4230.862, 9734, 
4230.864, 9730, 
4230.866, 9725, 
4230.868, 9719, 
4230.87, 9712, 
4230.872, 9704, 
4230.874, 9697, 
4230.876, 9688, 
4230.878, 9678, 
4230.88, 9667, 
4230.882, 9656, 
4230.884, 9643, 
4230.886, 9631, 
4230.888, 9617, 
4230.89, 9600, 
4230.892, 9582, 
4230.894, 9561, 
4230.896, 9538, 
4230.898, 9514, 
4230.9, 9487, 
4230.902, 9456, 
4230.904, 9420, 
4230.906, 9380, 
4230.908, 9337, 
4230.91, 9290, 
4230.912, 9238, 
4230.914, 9186, 
4230.916, 9126, 
4230.918, 9061, 
4230.92, 8988, 
4230.922, 8908, 
4230.924, 8816, 
4230.926, 8715, 
4230.928, 8607, 
4230.93, 8494, 
4230.932, 8374, 
4230.934, 8248, 
4230.936, 8114, 
4230.938, 7965, 
4230.94, 7801, 
4230.942, 7639, 
4230.944, 7473, 
4230.946, 7301, 
4230.948, 7127, 
4230.95, 6935, 
4230.952, 6736, 
4230.954, 6540, 
4230.956, 6348, 
4230.958, 6144, 
4230.96, 5940, 
4230.962, 5738, 
4230.964, 5540, 
4230.966, 5344, 
4230.968, 5147, 
4230.97, 4955, 
4230.972, 4773, 
4230.974, 4592, 
4230.976, 4418, 
4230.978, 4257, 
4230.98, 4098, 
4230.982, 3943, 
4230.984, 3801, 
4230.986, 3663, 
4230.988, 3534, 
4230.99, 3411, 
4230.992, 3297, 
4230.994, 3191, 
4230.996, 3095, 
4230.998, 3005, 
4231.0, 2919, 
